gender,field_choices,health_condition,exam_result
Female,Health Science,Visual Impairment,62
Male,Computer Science,None,63
Female,"Arts,Medicine,Engineering",None,82
Female,Medicine,Visual Impairment,85
Male,"Medicine,Arts",Physical Disability,87
Male,Engineering,Hearing Impairment,92
Male,Sciences,Hearing Impairment,85
Female,Business,Visual Impairment,65
Female,Law,Visual Impairment,64
Male,Medicine,Physical Disability,93
Male,"Agriculture,Health Science,Education",None,53
Female,"Natural Science,Medicine,Arts",Visual Impairment,56
Female,"Engineering,Business",None,61
Female,"Agriculture,Natural Science",Physical Disability,59
Male,Arts,Physical Disability,92
Male,"Medicine,Natural Science,Health Science",Visual Impairment,96
Female,"Education,Sciences,Business",Hearing Impairment,72
Male,"Medicine,Computer Science,Arts",Visual Impairment,81
Female,Health Science,Visual Impairment,62
Male,Computer Science,None,83
Male,"Medicine,Agriculture",Visual Impairment,82
Female,"Agriculture,Law,Social Science",Physical Disability,96
Female,"Law,Arts,Social Science",None,62
Male,"Arts,Medicine",Hearing Impairment,98
Male,"Health Science,Arts",Visual Impairment,78
Male,Education,None,58
Female,"Sciences,Arts,Agriculture",Physical Disability,86
Female,"Law,Social Science,Computer Science",Hearing Impairment,71
Female,"Engineering,Sciences",Physical Disability,72
Female,"Education,Sciences",Hearing Impairment,93
Female,Computer Science,Hearing Impairment,66
Male,Medicine,Physical Disability,79
Male,"Engineering,Social Science,Law",Visual Impairment,79
Female,"Education,Engineering",Hearing Impairment,58
Male,"Law,Engineering,Social Science",None,63
Female,Medicine,Hearing Impairment,54
Male,"Arts,Agriculture,Computer Science",Physical Disability,51
Female,"Medicine,Education,Arts",Hearing Impairment,64
Female,Engineering,Hearing Impairment,64
Female,"Business,Arts,Natural Science",None,76
Female,"Business,Health Science",Visual Impairment,94
Female,"Health Science,Computer Science",Hearing Impairment,53
Male,Education,Visual Impairment,65
Female,"Law,Natural Science,Health Science",None,69
Male,Arts,Physical Disability,98
Female,"Arts,Social Science",Visual Impairment,97
Female,Sciences,Hearing Impairment,64
Male,Engineering,Visual Impairment,75
Female,Sciences,Visual Impairment,77
Female,Agriculture,None,66
Male,"Law,Arts",Physical Disability,89
Male,"Sciences,Computer Science",Hearing Impairment,51
Male,"Engineering,Agriculture,Business",Hearing Impairment,83
Female,Medicine,Hearing Impairment,60
Male,"Law,Natural Science,Medicine",Physical Disability,83
Male,Law,Visual Impairment,54
Male,"Computer Science,Medicine,Arts",Physical Disability,66
Male,Engineering,Visual Impairment,87
Male,"Agriculture,Health Science,Business",Visual Impairment,98
Male,"Social Science,Health Science",Hearing Impairment,92
Female,Medicine,Physical Disability,58
Female,"Natural Science,Business,Health Science",Hearing Impairment,66
Male,"Natural Science,Law",None,75
Male,Computer Science,Physical Disability,76
Female,Arts,Visual Impairment,83
Female,"Arts,Business,Agriculture",Visual Impairment,74
Female,"Business,Arts,Education",Visual Impairment,100
Male,"Engineering,Social Science",None,56
Male,"Social Science,Arts",Hearing Impairment,97
Male,Engineering,Physical Disability,74
Male,"Sciences,Computer Science",Visual Impairment,94
Female,Law,Hearing Impairment,79
Male,Health Science,Physical Disability,75
Male,Arts,None,53
Female,Social Science,None,78
Female,"Sciences,Law",Physical Disability,80
Female,"Agriculture,Education",None,99
Female,Business,Visual Impairment,72
Female,"Health Science,Agriculture",None,59
Male,"Law,Agriculture,Sciences",Hearing Impairment,76
Male,Arts,None,98
Male,"Sciences,Law",Hearing Impairment,62
Male,"Sciences,Arts",Visual Impairment,90
Male,Social Science,Physical Disability,87
Female,"Education,Engineering,Sciences",Visual Impairment,67
Female,Natural Science,Physical Disability,96
Female,Arts,None,81
Male,"Business,Computer Science",None,90
Male,"Computer Science,Arts,Health Science",None,87
Male,"Social Science,Sciences,Business",Physical Disability,95
Female,"Education,Sciences",None,86
Female,"Business,Agriculture,Engineering",Physical Disability,80
Male,"Engineering,Natural Science",None,61
Female,"Engineering,Sciences,Natural Science",Physical Disability,72
Female,"Agriculture,Medicine",Visual Impairment,94
Male,Agriculture,Hearing Impairment,79
Female,Natural Science,Hearing Impairment,82
Male,Business,None,61
Male,"Engineering,Health Science,Business",Hearing Impairment,60
Female,Business,Hearing Impairment,69
Female,Social Science,Hearing Impairment,91
Female,"Sciences,Natural Science,Social Science",None,70
Female,"Engineering,Agriculture",Physical Disability,98
Male,"Health Science,Law",None,96
Female,"Arts,Health Science",None,51
Female,Computer Science,Hearing Impairment,71
Male,"Medicine,Health Science",Hearing Impairment,62
Female,"Sciences,Social Science",Hearing Impairment,94
Female,Computer Science,Physical Disability,58
Female,Law,None,84
Male,"Social Science,Business,Engineering",Visual Impairment,50
Female,"Education,Medicine",Physical Disability,61
Male,"Business,Arts,Health Science",Physical Disability,74
Female,"Medicine,Health Science",Visual Impairment,76
Male,"Arts,Social Science",Hearing Impairment,98
Female,"Business,Education",Visual Impairment,75
Female,"Health Science,Agriculture,Sciences",Physical Disability,65
Male,"Engineering,Agriculture",Visual Impairment,89
Male,"Agriculture,Arts,Social Science",Visual Impairment,66
Female,"Business,Natural Science,Arts",Physical Disability,94
Female,"Computer Science,Medicine",Physical Disability,64
Male,"Agriculture,Social Science,Medicine",None,86
Male,Social Science,Hearing Impairment,68
Female,"Natural Science,Law",Hearing Impairment,83
Female,"Education,Social Science",Visual Impairment,97
Male,"Health Science,Computer Science",Physical Disability,94
Male,"Agriculture,Business",Hearing Impairment,92
Female,"Health Science,Natural Science,Law",Physical Disability,88
Male,Business,Visual Impairment,83
Male,"Social Science,Natural Science",Physical Disability,50
Male,"Education,Business,Health Science",Hearing Impairment,84
Female,"Medicine,Engineering",None,91
Male,"Natural Science,Education",Physical Disability,76
Male,"Engineering,Agriculture",Physical Disability,96
Male,Medicine,Physical Disability,100
Male,Arts,Visual Impairment,80
Male,"Computer Science,Law,Social Science",Visual Impairment,74
Female,"Law,Education,Business",Visual Impairment,77
Female,"Agriculture,Computer Science,Medicine",Visual Impairment,92
Male,"Engineering,Medicine",None,62
Female,"Medicine,Agriculture",Physical Disability,50
Male,Education,None,96
Male,Arts,None,75
Female,"Natural Science,Medicine",Hearing Impairment,64
Female,Computer Science,Physical Disability,91
Female,"Arts,Business",Visual Impairment,58
Female,"Education,Sciences,Engineering",Hearing Impairment,57
Male,Education,Physical Disability,78
Male,"Arts,Computer Science,Engineering",None,83
Male,Social Science,Physical Disability,57
Male,"Sciences,Computer Science,Agriculture",Visual Impairment,54
Female,Social Science,Visual Impairment,51
Male,"Law,Computer Science",Physical Disability,60
Female,Education,Hearing Impairment,95
Male,"Computer Science,Arts,Business",Hearing Impairment,64
Female,Law,Visual Impairment,100
Female,"Business,Sciences,Natural Science",None,59
Male,"Business,Agriculture,Social Science",Hearing Impairment,68
Male,Natural Science,Visual Impairment,78
Male,"Business,Social Science,Health Science",Visual Impairment,88
Male,"Engineering,Agriculture",None,58
Male,"Agriculture,Sciences,Engineering",Hearing Impairment,88
Female,Education,Visual Impairment,59
Male,Natural Science,None,73
Female,"Sciences,Computer Science",Physical Disability,90
Male,Law,None,65
Female,"Natural Science,Agriculture,Arts",Visual Impairment,68
Female,"Engineering,Health Science,Social Science",Visual Impairment,57
Male,"Natural Science,Medicine,Engineering",Physical Disability,86
Female,"Arts,Social Science,Agriculture",Physical Disability,61
Female,"Social Science,Agriculture",Hearing Impairment,92
Female,"Natural Science,Arts",None,80
Female,"Medicine,Computer Science,Sciences",Physical Disability,53
Female,"Business,Social Science,Computer Science",Hearing Impairment,97
Male,Arts,Visual Impairment,77
Male,"Business,Agriculture,Arts",Visual Impairment,67
Male,"Arts,Education,Agriculture",None,78
Male,Health Science,Physical Disability,59
Female,"Law,Medicine,Sciences",Visual Impairment,74
Female,Law,None,83
Female,Education,None,90
Female,"Natural Science,Sciences",Physical Disability,56
Female,Sciences,Hearing Impairment,70
Male,Education,Hearing Impairment,67
Female,Natural Science,Visual Impairment,97
Female,"Medicine,Business",Visual Impairment,51
Male,"Arts,Medicine",Visual Impairment,62
Female,"Sciences,Engineering,Natural Science",Physical Disability,99
Male,"Natural Science,Law",None,61
Male,"Law,Education",Hearing Impairment,76
Female,Engineering,Visual Impairment,79
Male,"Agriculture,Law",Visual Impairment,93
Male,"Engineering,Education,Law",Visual Impairment,69
Female,Medicine,Physical Disability,78
Male,"Health Science,Business",None,77
Male,"Health Science,Business",None,93
Female,"Social Science,Medicine,Health Science",None,50
Male,"Natural Science,Sciences",None,88
Female,"Engineering,Agriculture",Physical Disability,73
Female,"Medicine,Education,Natural Science",Physical Disability,91
Male,Medicine,Hearing Impairment,99
Male,"Education,Natural Science,Medicine",Visual Impairment,91
Male,"Law,Medicine,Business",Physical Disability,85
Male,"Sciences,Computer Science",Visual Impairment,89
Female,Education,Physical Disability,69
Male,"Medicine,Sciences,Social Science",Physical Disability,99
Male,"Computer Science,Social Science,Sciences",Visual Impairment,100
Male,Business,Hearing Impairment,55
Female,"Business,Arts",Hearing Impairment,92
Female,Sciences,Visual Impairment,72
Male,"Agriculture,Medicine",Visual Impairment,51
Female,Business,Physical Disability,59
Male,"Engineering,Business",None,56
Female,Health Science,None,86
Male,"Engineering,Natural Science",Physical Disability,94
Female,Law,None,67
Male,"Sciences,Law,Health Science",None,77
Male,"Education,Arts,Engineering",Physical Disability,88
Female,Engineering,Hearing Impairment,75
Female,"Agriculture,Medicine,Business",Hearing Impairment,56
Female,"Law,Natural Science",Hearing Impairment,71
Female,Engineering,None,79
Female,Social Science,Physical Disability,60
Male,"Social Science,Education",Visual Impairment,69
Female,"Law,Education,Computer Science",Physical Disability,81
Male,"Medicine,Social Science",Visual Impairment,100
Male,"Sciences,Natural Science",Hearing Impairment,91
Male,"Arts,Engineering",Physical Disability,71
Female,Education,Physical Disability,50
Male,Natural Science,Hearing Impairment,79
Male,Education,Visual Impairment,72
Male,Health Science,Hearing Impairment,71
Female,Agriculture,None,99
Female,"Arts,Health Science",None,77
Male,"Health Science,Social Science",Hearing Impairment,56
Female,"Arts,Health Science,Social Science",Physical Disability,56
Male,"Social Science,Education,Arts",None,77
Female,Education,Hearing Impairment,51
Male,Engineering,Physical Disability,70
Male,"Social Science,Arts,Engineering",None,100
Female,"Arts,Agriculture,Computer Science",Hearing Impairment,70
Female,"Sciences,Natural Science,Agriculture",Physical Disability,78
Male,Social Science,Hearing Impairment,75
Female,"Education,Arts,Law",None,95
Female,"Engineering,Health Science,Agriculture",None,80
Male,Arts,Visual Impairment,88
Male,"Sciences,Agriculture,Natural Science",None,81
Female,Social Science,Physical Disability,52
Male,Health Science,Hearing Impairment,96
Male,Natural Science,Physical Disability,77
Male,"Engineering,Arts",None,56
Female,"Agriculture,Engineering",Physical Disability,54
Male,Natural Science,None,58
Female,"Health Science,Natural Science",Visual Impairment,50
Male,"Business,Education,Agriculture",Hearing Impairment,80
Female,"Engineering,Education",Visual Impairment,93
Male,"Sciences,Business",Visual Impairment,100
Male,Social Science,Visual Impairment,70
Male,"Law,Arts",None,60
Male,"Medicine,Arts",Hearing Impairment,80
Male,Arts,None,84
Male,Education,Visual Impairment,93
Male,"Sciences,Computer Science,Health Science",None,81
Female,Computer Science,Hearing Impairment,58
Male,"Computer Science,Natural Science",Visual Impairment,62
Male,Computer Science,Visual Impairment,100
Male,"Education,Business,Computer Science",Hearing Impairment,97
Male,"Arts,Education",Physical Disability,98
Female,"Business,Engineering,Arts",None,62
Male,Computer Science,None,94
Male,"Health Science,Engineering",Physical Disability,84
Female,"Business,Health Science",Hearing Impairment,58
Male,Computer Science,None,87
Female,Natural Science,Physical Disability,91
Female,"Computer Science,Education,Medicine",None,50
Male,"Social Science,Business,Law",Hearing Impairment,63
Male,"Agriculture,Law",Visual Impairment,88
Male,"Social Science,Arts,Computer Science",Physical Disability,87
Female,"Law,Sciences,Natural Science",Physical Disability,73
Female,Health Science,Visual Impairment,81
Female,"Natural Science,Education,Social Science",None,72
Male,Medicine,Hearing Impairment,97
Male,"Natural Science,Engineering",Hearing Impairment,75
Female,"Computer Science,Agriculture,Natural Science",Visual Impairment,65
Male,Law,Visual Impairment,53
Male,"Law,Engineering,Medicine",Visual Impairment,60
Female,Education,Hearing Impairment,74
Male,"Computer Science,Education",Physical Disability,76
Male,Engineering,None,97
Male,Social Science,None,78
Female,Engineering,Visual Impairment,56
Female,"Agriculture,Health Science,Natural Science",Hearing Impairment,80
Male,"Social Science,Education",Visual Impairment,98
Female,Computer Science,None,51
Male,Business,Physical Disability,90
Female,"Law,Medicine",Physical Disability,68
Female,"Medicine,Computer Science,Arts",Physical Disability,66
Male,Health Science,Visual Impairment,79
Female,"Health Science,Natural Science",Hearing Impairment,51
Female,"Law,Computer Science",Hearing Impairment,70
Male,"Sciences,Computer Science",Visual Impairment,82
Male,"Law,Sciences",Visual Impairment,59
Female,"Law,Social Science",Hearing Impairment,72
Female,"Arts,Agriculture",Visual Impairment,51
Female,"Agriculture,Medicine",None,89
Male,"Business,Computer Science",Visual Impairment,100
Female,Computer Science,Visual Impairment,96
Female,"Computer Science,Social Science",Physical Disability,92
Male,"Computer Science,Health Science,Education",Visual Impairment,55
Male,"Business,Education",Visual Impairment,51
Male,"Education,Law",Hearing Impairment,71
Male,"Law,Business,Computer Science",Visual Impairment,73
Male,"Natural Science,Agriculture,Engineering",None,64
Male,Education,Hearing Impairment,83
Female,"Sciences,Health Science",Physical Disability,97
Female,"Computer Science,Medicine,Engineering",Physical Disability,68
Female,Health Science,Visual Impairment,72
Male,"Education,Social Science,Business",None,71
Male,"Business,Sciences",Hearing Impairment,53
Male,Arts,None,56
Female,"Agriculture,Business,Medicine",None,88
Female,"Law,Agriculture,Medicine",Hearing Impairment,98
Female,Law,None,79
Male,"Sciences,Law",Physical Disability,79
Female,Computer Science,Hearing Impairment,94
Female,"Medicine,Social Science,Sciences",Physical Disability,61
Male,Engineering,Hearing Impairment,56
Female,"Arts,Social Science,Medicine",Visual Impairment,91
Female,"Law,Sciences",Physical Disability,60
Female,"Education,Business",Physical Disability,52
Male,"Education,Social Science",Physical Disability,68
Male,"Business,Computer Science",Physical Disability,94
Male,"Sciences,Education",None,81
Female,"Business,Law,Health Science",Physical Disability,71
Female,"Agriculture,Social Science,Law",Hearing Impairment,93
Female,Business,Physical Disability,93
Female,"Sciences,Health Science",Physical Disability,75
Female,"Agriculture,Law,Computer Science",Physical Disability,69
Female,"Medicine,Education,Arts",Hearing Impairment,59
Female,"Arts,Natural Science",None,75
Female,Social Science,Physical Disability,61
Male,"Business,Health Science",Hearing Impairment,70
Male,Natural Science,Hearing Impairment,74
Female,Arts,None,75
Male,"Medicine,Arts",Visual Impairment,87
Female,Natural Science,Hearing Impairment,62
Female,"Health Science,Engineering",Physical Disability,87
Female,"Natural Science,Social Science,Sciences",Physical Disability,100
Male,"Engineering,Sciences,Agriculture",Physical Disability,75
Male,"Education,Health Science",Hearing Impairment,94
Female,"Computer Science,Business",Hearing Impairment,89
Male,"Sciences,Engineering",Hearing Impairment,77
Female,Social Science,Visual Impairment,67
Male,"Education,Agriculture",None,53
Male,"Law,Computer Science",Hearing Impairment,63
Male,"Computer Science,Business",None,95
Female,"Medicine,Agriculture",Visual Impairment,54
Female,Social Science,Visual Impairment,84
Male,"Business,Education",Hearing Impairment,95
Male,"Law,Natural Science,Social Science",Visual Impairment,93
Male,"Health Science,Arts,Business",Visual Impairment,80
Female,Medicine,Physical Disability,71
Female,"Health Science,Business",Physical Disability,80
Female,Health Science,None,57
Female,"Education,Medicine,Agriculture",Visual Impairment,84
Male,Sciences,Physical Disability,63
Female,Arts,None,98
Female,Medicine,Hearing Impairment,61
Female,"Law,Medicine,Social Science",Hearing Impairment,94
Male,"Engineering,Social Science,Health Science",Hearing Impairment,70
Female,"Engineering,Agriculture,Education",None,69
Female,"Social Science,Health Science",Physical Disability,57
Male,"Social Science,Agriculture",Hearing Impairment,68
Female,Law,Visual Impairment,83
Male,"Sciences,Law",Visual Impairment,59
Male,"Sciences,Business",None,70
Male,"Social Science,Natural Science",Visual Impairment,54
Male,Law,None,64
Male,"Sciences,Natural Science,Law",Visual Impairment,100
Male,Computer Science,None,80
Male,"Natural Science,Engineering",Hearing Impairment,72
Male,"Arts,Computer Science,Health Science",Hearing Impairment,86
Female,"Medicine,Agriculture,Law",None,69
Male,Law,Visual Impairment,82
Male,"Law,Computer Science,Medicine",Hearing Impairment,74
Male,"Computer Science,Education",Hearing Impairment,59
Male,Natural Science,Visual Impairment,51
Female,"Social Science,Education,Sciences",Hearing Impairment,95
Male,Engineering,None,75
Female,"Law,Arts",None,78
Female,"Education,Social Science",Visual Impairment,78
Male,"Education,Arts",Physical Disability,73
Male,"Medicine,Sciences,Social Science",Physical Disability,91
Male,Business,Visual Impairment,50
Female,Business,Visual Impairment,71
Male,"Health Science,Medicine",Visual Impairment,93
Female,Education,Hearing Impairment,87
Male,"Agriculture,Computer Science,Arts",Hearing Impairment,67
Female,"Health Science,Education,Medicine",Visual Impairment,64
Female,"Sciences,Computer Science,Education",Physical Disability,97
Male,Health Science,Visual Impairment,73
Male,"Medicine,Law",Hearing Impairment,54
Male,"Education,Social Science,Law",Physical Disability,88
Female,"Arts,Health Science",Physical Disability,58
Male,"Computer Science,Engineering",None,91
Male,Health Science,Hearing Impairment,98
Male,"Law,Business",Physical Disability,59
Male,Health Science,None,82
Female,Social Science,None,94
Female,"Engineering,Natural Science",Visual Impairment,96
Female,"Natural Science,Agriculture,Computer Science",Hearing Impairment,83
Male,"Social Science,Engineering,Business",Visual Impairment,88
Male,"Law,Engineering,Agriculture",None,87
Female,Health Science,Physical Disability,70
Male,Social Science,Hearing Impairment,69
Female,Social Science,Physical Disability,96
Female,Engineering,Physical Disability,77
Female,"Law,Arts,Education",Physical Disability,97
Female,Social Science,Physical Disability,61
Male,"Law,Agriculture,Medicine",None,88
Male,"Engineering,Sciences,Computer Science",Physical Disability,80
Male,Medicine,Hearing Impairment,95
Male,Arts,Hearing Impairment,80
Female,"Education,Agriculture,Social Science",Hearing Impairment,67
Female,"Education,Medicine,Business",None,56
Female,"Medicine,Law,Social Science",None,57
Female,"Engineering,Arts,Computer Science",Hearing Impairment,68
Male,Medicine,Hearing Impairment,96
Female,"Natural Science,Agriculture,Sciences",Hearing Impairment,100
Female,"Business,Agriculture,Arts",None,60
Male,Engineering,Physical Disability,100
Female,Sciences,Physical Disability,81
Male,"Social Science,Computer Science,Business",None,90
Male,Law,Visual Impairment,86
Male,Computer Science,Physical Disability,73
Male,Computer Science,Physical Disability,92
Male,"Business,Law,Education",Visual Impairment,58
Male,"Engineering,Computer Science",Visual Impairment,87
Male,"Education,Business",None,76
Female,"Arts,Computer Science",Physical Disability,86
Female,Health Science,Hearing Impairment,71
Male,"Agriculture,Engineering,Health Science",None,52
Male,"Education,Sciences",Physical Disability,79
Female,Business,None,67
Female,"Arts,Agriculture",Physical Disability,68
Female,Health Science,Visual Impairment,69
Female,Business,Visual Impairment,98
Male,"Law,Education,Business",Physical Disability,53
Female,"Natural Science,Medicine",None,80
Female,"Sciences,Agriculture",Physical Disability,64
Female,"Business,Natural Science,Health Science",None,73
Male,"Computer Science,Arts",Visual Impairment,58
Male,Agriculture,Hearing Impairment,70
Male,"Computer Science,Law,Medicine",Physical Disability,85
Female,"Arts,Health Science",Physical Disability,59
Female,"Social Science,Law",Visual Impairment,74
Female,"Arts,Agriculture,Law",Hearing Impairment,70
Male,Business,None,91
Female,Business,None,62
Female,"Medicine,Education,Health Science",Visual Impairment,53
Female,Natural Science,Visual Impairment,88
Male,"Engineering,Computer Science",None,59
Male,"Social Science,Engineering,Computer Science",Visual Impairment,97
Female,"Health Science,Sciences",None,54
Male,Sciences,Visual Impairment,75
Male,"Computer Science,Agriculture",Hearing Impairment,62
Female,Sciences,Visual Impairment,58
Female,"Education,Computer Science",Visual Impairment,56
Female,Social Science,Hearing Impairment,68
Female,Computer Science,None,64
Male,"Education,Sciences,Engineering",Visual Impairment,81
Female,"Medicine,Law,Agriculture",Physical Disability,56
Female,Agriculture,Hearing Impairment,69
Male,"Business,Sciences",Physical Disability,76
Male,"Sciences,Arts,Business",Physical Disability,56
Female,"Arts,Medicine,Engineering",None,71
Female,Sciences,Hearing Impairment,74
Female,"Law,Engineering,Medicine",None,94
Male,"Agriculture,Social Science,Computer Science",Visual Impairment,89
Female,Agriculture,Visual Impairment,93
Female,"Natural Science,Engineering,Social Science",None,84
Female,"Sciences,Health Science,Engineering",None,81
Female,"Law,Arts,Computer Science",Hearing Impairment,62
Female,Natural Science,Physical Disability,87
Female,"Medicine,Arts,Engineering",Visual Impairment,57
Female,"Education,Health Science",Hearing Impairment,63
Male,"Arts,Computer Science,Engineering",None,99
Female,"Sciences,Business",Hearing Impairment,74
Female,"Health Science,Medicine",Visual Impairment,100
Female,"Natural Science,Law,Arts",Hearing Impairment,85
Female,"Business,Medicine",Physical Disability,50
Female,"Social Science,Natural Science,Arts",Hearing Impairment,89
Female,"Computer Science,Natural Science",None,82
Female,Education,Physical Disability,52
Male,Natural Science,Visual Impairment,85
Female,"Computer Science,Social Science",Physical Disability,80
Male,Computer Science,None,97
Female,Computer Science,Physical Disability,63
Male,"Business,Health Science",Hearing Impairment,68
Female,"Sciences,Law,Health Science",Physical Disability,95
Male,"Agriculture,Social Science,Sciences",Physical Disability,51
Male,"Natural Science,Business",None,63
Female,"Engineering,Health Science",Physical Disability,82
Male,"Social Science,Sciences",None,77
Male,Social Science,Visual Impairment,89
Female,"Health Science,Business,Agriculture",Hearing Impairment,59
Female,Computer Science,Physical Disability,74
Male,"Engineering,Agriculture",Physical Disability,82
Male,Social Science,None,82
Male,"Health Science,Sciences,Arts",Physical Disability,59
Female,"Health Science,Social Science,Computer Science",None,50
Male,"Social Science,Law",Visual Impairment,61
Male,Social Science,Visual Impairment,60
Male,"Computer Science,Health Science",Hearing Impairment,65
Female,Computer Science,Visual Impairment,80
Female,"Social Science,Health Science",Hearing Impairment,67
Female,Education,Hearing Impairment,79
Female,"Arts,Health Science",Physical Disability,74
Female,"Computer Science,Agriculture,Social Science",Hearing Impairment,74
Female,"Sciences,Social Science,Medicine",Physical Disability,94
Female,"Sciences,Agriculture",Physical Disability,84
Female,"Law,Arts",Physical Disability,52
Female,"Engineering,Medicine,Agriculture",Hearing Impairment,78
Female,"Sciences,Business",Hearing Impairment,54
Male,"Medicine,Sciences,Engineering",Visual Impairment,97
Male,"Social Science,Engineering",Visual Impairment,97
Female,Agriculture,Hearing Impairment,73
Female,"Engineering,Medicine,Sciences",Visual Impairment,99
Male,Social Science,None,63
Female,Social Science,Physical Disability,81
Male,"Engineering,Business",Hearing Impairment,91
Female,"Social Science,Agriculture",Visual Impairment,58
Female,"Social Science,Computer Science",Visual Impairment,85
Male,"Social Science,Arts",Hearing Impairment,57
Female,"Computer Science,Law,Natural Science",None,97
Female,"Agriculture,Social Science,Education",Physical Disability,56
Male,"Arts,Agriculture",Hearing Impairment,88
Female,"Health Science,Agriculture",Visual Impairment,100
Female,"Arts,Health Science,Agriculture",Physical Disability,57
Female,Arts,Visual Impairment,86
Female,"Arts,Education",None,82
Female,"Education,Social Science",None,72
Male,"Natural Science,Agriculture",Visual Impairment,56
Female,"Law,Education,Agriculture",Hearing Impairment,96
Male,"Engineering,Agriculture,Education",Hearing Impairment,77
Female,"Agriculture,Medicine,Education",Visual Impairment,82
Male,"Medicine,Education",Visual Impairment,68
Female,Law,Physical Disability,72
Female,Agriculture,None,50
Male,"Education,Arts,Business",Visual Impairment,71
Male,"Business,Social Science",None,67
Male,"Sciences,Education,Agriculture",Visual Impairment,60
Male,Agriculture,Visual Impairment,77
Female,"Arts,Business,Engineering",Visual Impairment,79
Male,"Natural Science,Education,Medicine",Visual Impairment,61
Female,Health Science,None,66
Male,"Agriculture,Medicine,Social Science",Physical Disability,59
Male,"Health Science,Computer Science,Sciences",Visual Impairment,100
Female,"Education,Social Science",Hearing Impairment,71
Male,"Social Science,Sciences,Law",Physical Disability,83
Female,"Engineering,Education",Physical Disability,81
Female,"Natural Science,Arts,Agriculture",Physical Disability,72
Female,"Natural Science,Sciences",Visual Impairment,75
Female,"Education,Agriculture,Law",Visual Impairment,70
Male,Arts,Hearing Impairment,61
Female,Law,Visual Impairment,51
Female,Engineering,Physical Disability,87
Male,Agriculture,Visual Impairment,99
Female,"Education,Business,Natural Science",Visual Impairment,76
Male,"Social Science,Arts",Hearing Impairment,97
Male,"Health Science,Agriculture",None,74
Male,Law,None,86
Male,Arts,None,90
Female,"Natural Science,Agriculture,Social Science",Physical Disability,66
Male,Agriculture,Physical Disability,50
Female,"Computer Science,Education,Health Science",Hearing Impairment,70
Male,"Medicine,Arts",Hearing Impairment,86
Male,"Business,Health Science,Computer Science",Physical Disability,62
Female,"Engineering,Health Science",None,67
Female,"Natural Science,Education,Sciences",Physical Disability,59
Female,"Law,Agriculture,Computer Science",Visual Impairment,76
Male,"Social Science,Medicine",Visual Impairment,61
Female,"Business,Medicine,Sciences",Hearing Impairment,94
Male,"Arts,Sciences,Education",None,86
Male,"Health Science,Sciences",Physical Disability,96
Male,Medicine,Physical Disability,80
Female,Law,Physical Disability,71
Female,"Engineering,Arts",Physical Disability,58
Male,"Health Science,Social Science,Arts",None,65
Male,Health Science,Physical Disability,84
Male,"Social Science,Arts,Engineering",Physical Disability,86
Male,"Agriculture,Education,Medicine",None,75
Male,Education,Physical Disability,67
Female,"Computer Science,Engineering,Law",Physical Disability,81
Female,"Law,Engineering",None,67
Male,Computer Science,Visual Impairment,56
Female,"Social Science,Business",Physical Disability,82
Female,Sciences,Hearing Impairment,71
Female,"Arts,Social Science",Physical Disability,55
Male,"Law,Business,Sciences",Physical Disability,83
Male,"Computer Science,Health Science",Visual Impairment,62
Male,Health Science,Visual Impairment,64
Male,"Business,Agriculture,Law",Visual Impairment,84
Female,"Agriculture,Natural Science,Computer Science",None,69
Male,"Business,Computer Science",Physical Disability,83
Male,Engineering,Physical Disability,80
Male,"Arts,Engineering",Visual Impairment,58
Male,"Education,Arts",Hearing Impairment,76
Male,Computer Science,Hearing Impairment,68
Female,Health Science,Hearing Impairment,91
Female,Sciences,None,61
Male,Arts,None,84
Male,"Business,Agriculture",None,70
Female,"Sciences,Natural Science,Medicine",Physical Disability,67
Male,Health Science,Physical Disability,96
Female,"Engineering,Law",Physical Disability,56
Female,"Social Science,Engineering",Physical Disability,88
Female,"Arts,Agriculture,Natural Science",Physical Disability,57
Female,"Engineering,Business,Social Science",Hearing Impairment,100
Female,Medicine,Physical Disability,61
Male,"Law,Sciences,Health Science",Physical Disability,96
Female,Business,Hearing Impairment,72
Female,Business,Hearing Impairment,56
Female,"Computer Science,Natural Science",Visual Impairment,74
Male,"Education,Business,Medicine",Visual Impairment,63
Female,"Arts,Agriculture,Medicine",Physical Disability,80
Female,"Engineering,Computer Science,Arts",Hearing Impairment,55
Female,Sciences,Visual Impairment,66
Female,"Agriculture,Engineering",Physical Disability,89
Male,"Health Science,Arts",Hearing Impairment,63
Female,"Health Science,Law",Physical Disability,91
Male,"Agriculture,Arts",Physical Disability,61
Female,"Engineering,Arts,Natural Science",None,85
Male,Natural Science,Hearing Impairment,89
Female,"Natural Science,Medicine",Visual Impairment,63
Female,"Computer Science,Business,Social Science",Physical Disability,68
Male,"Law,Medicine",Visual Impairment,58
Male,"Health Science,Natural Science",Hearing Impairment,79
Female,"Health Science,Computer Science",Hearing Impairment,76
Male,"Business,Sciences",Visual Impairment,91
Male,Social Science,Hearing Impairment,80
Male,"Sciences,Engineering,Natural Science",Visual Impairment,53
Male,"Medicine,Law",Hearing Impairment,72
Female,"Business,Engineering",Hearing Impairment,77
Male,"Business,Arts,Agriculture",Visual Impairment,97
Female,"Social Science,Sciences,Computer Science",Physical Disability,84
Male,"Education,Computer Science,Law",None,77
Male,"Medicine,Natural Science",Visual Impairment,64
